pit_id,entry_id,lap,stint_from,stint_to,stationary_time_s,errors,error_time_s
2024_USA_AUSTIN_PER_01,2024_USA_AUSTIN_PER,11,S,H,20.131,False,0.0
2024_USA_AUSTIN_PER_02,2024_USA_AUSTIN_PER,47,S,H,19.648,False,0.0
2024_USA_AUSTIN_HAM_01,2024_USA_AUSTIN_HAM,11,M,H,21.259,False,0.0
2024_USA_AUSTIN_HAM_02,2024_USA_AUSTIN_HAM,47,H,M,18.43,False,0.0
2024_USA_AUSTIN_RUS_01,2024_USA_AUSTIN_RUS,11,S,S,24.342,True,7.866
2024_USA_AUSTIN_RUS_02,2024_USA_AUSTIN_RUS,47,M,S,16.952,False,0.0
2024_USA_AUSTIN_LEC_01,2024_USA_AUSTIN_LEC,11,S,M,16.702,False,0.0
2024_USA_AUSTIN_LEC_02,2024_USA_AUSTIN_LEC,47,M,M,28.921,True,7.677
2024_USA_AUSTIN_SAI_01,2024_USA_AUSTIN_SAI,11,S,S,15.198,False,0.0
2024_USA_AUSTIN_SAI_02,2024_USA_AUSTIN_SAI,47,S,M,14.313,False,0.0
2024_USA_AUSTIN_NOR_01,2024_USA_AUSTIN_NOR,11,H,M,20.2,False,0.0
2024_USA_AUSTIN_NOR_02,2024_USA_AUSTIN_NOR,47,H,H,19.976,False,0.0
2024_USA_AUSTIN_PIA_01,2024_USA_AUSTIN_PIA,11,H,M,22.758,False,0.0
2024_USA_AUSTIN_PIA_02,2024_USA_AUSTIN_PIA,47,H,H,18.714,False,0.0
2024_USA_AUSTIN_ALO_01,2024_USA_AUSTIN_ALO,11,S,M,17.08,False,0.0
2024_USA_AUSTIN_ALO_02,2024_USA_AUSTIN_ALO,47,H,S,21.074,False,0.0
2024_USA_AUSTIN_STR_01,2024_USA_AUSTIN_STR,11,S,M,19.552,False,0.0
2024_USA_AUSTIN_STR_02,2024_USA_AUSTIN_STR,47,M,H,12.421,False,0.0
2024_USA_AUSTIN_OCO_01,2024_USA_AUSTIN_OCO,11,S,M,19.965,False,0.0
2024_USA_AUSTIN_OCO_02,2024_USA_AUSTIN_OCO,47,H,M,23.466,False,0.0
2024_USA_AUSTIN_GAS_01,2024_USA_AUSTIN_GAS,11,H,M,20.329,False,0.0
2024_USA_AUSTIN_GAS_02,2024_USA_AUSTIN_GAS,29,M,S,15.578,False,0.0
2024_USA_AUSTIN_GAS_03,2024_USA_AUSTIN_GAS,47,H,H,30.5,True,5.671
2024_USA_AUSTIN_ALB_01,2024_USA_AUSTIN_ALB,11,M,M,13.694,False,0.0
2024_USA_AUSTIN_ALB_02,2024_USA_AUSTIN_ALB,47,H,M,12.625,False,0.0
2024_USA_AUSTIN_TSU_01,2024_USA_AUSTIN_TSU,11,S,H,15.926,False,0.0
2024_USA_AUSTIN_TSU_02,2024_USA_AUSTIN_TSU,47,S,S,14.479,False,0.0
2024_USA_AUSTIN_HUL_01,2024_USA_AUSTIN_HUL,11,H,M,24.452,False,0.0
2024_USA_AUSTIN_HUL_02,2024_USA_AUSTIN_HUL,47,S,H,15.248,False,0.0
2024_USA_AUSTIN_BOT_01,2024_USA_AUSTIN_BOT,11,M,H,16.703,False,0.0
2024_USA_AUSTIN_BOT_02,2024_USA_AUSTIN_BOT,47,M,S,17.747,False,0.0
2024_USA_AUSTIN_MAG_01,2024_USA_AUSTIN_MAG,11,H,S,13.731,False,0.0
2024_USA_AUSTIN_MAG_02,2024_USA_AUSTIN_MAG,29,H,M,19.756,False,0.0
2024_USA_AUSTIN_MAG_03,2024_USA_AUSTIN_MAG,47,M,M,14.231,False,0.0
2024_USA_AUSTIN_ZHO_01,2024_USA_AUSTIN_ZHO,11,M,S,20.41,True,3.27
2024_USA_AUSTIN_ZHO_02,2024_USA_AUSTIN_ZHO,47,M,S,19.528,False,0.0
2024_USA_AUSTIN_SAR_01,2024_USA_AUSTIN_SAR,11,H,H,14.772,False,0.0
2024_USA_AUSTIN_LAW_01,2024_USA_AUSTIN_LAW,11,S,S,19.454,False,0.0
2024_CAN_GILLES_VER_01,2024_CAN_GILLES_VER,14,S,H,16.07,False,0.0
2024_CAN_GILLES_PER_01,2024_CAN_GILLES_PER,14,H,M,15.01,False,0.0
2024_CAN_GILLES_PER_02,2024_CAN_GILLES_PER,59,M,M,19.598,False,0.0
2024_CAN_GILLES_HAM_01,2024_CAN_GILLES_HAM,14,H,H,17.785,False,0.0
2024_CAN_GILLES_RUS_01,2024_CAN_GILLES_RUS,14,H,H,24.561,False,0.0
2024_CAN_GILLES_RUS_02,2024_CAN_GILLES_RUS,59,M,H,21.306,False,0.0
2024_CAN_GILLES_LEC_01,2024_CAN_GILLES_LEC,14,H,S,16.646,False,0.0
2024_CAN_GILLES_LEC_02,2024_CAN_GILLES_LEC,59,S,S,15.715,False,0.0
2024_CAN_GILLES_SAI_01,2024_CAN_GILLES_SAI,14,M,M,23.489,True,7.075
2024_CAN_GILLES_SAI_02,2024_CAN_GILLES_SAI,59,S,M,21.445,False,0.0
2024_CAN_GILLES_NOR_01,2024_CAN_GILLES_NOR,14,M,S,21.441,False,0.0
2024_CAN_GILLES_NOR_02,2024_CAN_GILLES_NOR,59,S,H,17.148,False,0.0
2024_CAN_GILLES_PIA_01,2024_CAN_GILLES_PIA,14,H,H,28.93,True,7.718
2024_CAN_GILLES_PIA_02,2024_CAN_GILLES_PIA,59,M,S,14.937,False,0.0
2024_CAN_GILLES_ALO_01,2024_CAN_GILLES_ALO,14,M,H,18.381,False,0.0
2024_CAN_GILLES_ALO_02,2024_CAN_GILLES_ALO,59,H,H,14.207,False,0.0
2024_CAN_GILLES_STR_01,2024_CAN_GILLES_STR,14,S,H,23.428,False,0.0
2024_CAN_GILLES_STR_02,2024_CAN_GILLES_STR,59,H,H,22.139,False,0.0
2024_CAN_GILLES_OCO_01,2024_CAN_GILLES_OCO,14,H,H,20.272,False,0.0
2024_CAN_GILLES_OCO_02,2024_CAN_GILLES_OCO,59,M,H,17.332,False,0.0
2024_CAN_GILLES_GAS_01,2024_CAN_GILLES_GAS,14,H,S,15.994,False,0.0
2024_CAN_GILLES_GAS_02,2024_CAN_GILLES_GAS,59,S,M,18.999,False,0.0
2024_CAN_GILLES_ALB_01,2024_CAN_GILLES_ALB,14,S,M,18.142,False,0.0
2024_CAN_GILLES_ALB_02,2024_CAN_GILLES_ALB,59,M,S,16.475,False,0.0
2024_CAN_GILLES_TSU_01,2024_CAN_GILLES_TSU,14,H,M,19.617,False,0.0
2024_CAN_GILLES_TSU_02,2024_CAN_GILLES_TSU,59,H,S,16.304,False,0.0
2024_CAN_GILLES_HUL_01,2024_CAN_GILLES_HUL,14,M,S,19.379,False,0.0
2024_CAN_GILLES_HUL_02,2024_CAN_GILLES_HUL,59,H,M,27.643,False,0.0
2024_CAN_GILLES_BOT_01,2024_CAN_GILLES_BOT,14,M,H,21.112,False,0.0
2024_CAN_GILLES_BOT_02,2024_CAN_GILLES_BOT,59,H,S,15.534,False,0.0
2024_CAN_GILLES_MAG_01,2024_CAN_GILLES_MAG,14,S,M,18.64,False,0.0
2024_CAN_GILLES_MAG_02,2024_CAN_GILLES_MAG,59,S,S,16.537,False,0.0
2024_CAN_GILLES_ZHO_01,2024_CAN_GILLES_ZHO,14,H,M,19.735,False,0.0
2024_CAN_GILLES_SAR_01,2024_CAN_GILLES_SAR,14,M,S,15.598,False,0.0
2024_CAN_GILLES_SAR_02,2024_CAN_GILLES_SAR,36,S,M,13.534,False,0.0
2024_CAN_GILLES_SAR_03,2024_CAN_GILLES_SAR,59,S,H,29.067,True,5.431
2024_CAN_GILLES_LAW_01,2024_CAN_GILLES_LAW,14,S,S,15.449,False,0.0
2024_HUN_HUNGAR_VER_01,2024_HUN_HUNGAR_VER,14,S,H,18.949,False,0.0
2024_HUN_HUNGAR_VER_02,2024_HUN_HUNGAR_VER,36,M,M,20.237,False,0.0
2024_HUN_HUNGAR_VER_03,2024_HUN_HUNGAR_VER,59,M,S,21.023,True,4.549
2024_HUN_HUNGAR_PER_01,2024_HUN_HUNGAR_PER,14,M,S,22.316,False,0.0
2024_HUN_HUNGAR_PER_02,2024_HUN_HUNGAR_PER,59,S,M,21.023,False,0.0
2024_HUN_HUNGAR_HAM_01,2024_HUN_HUNGAR_HAM,14,H,H,10.687,False,0.0
2024_HUN_HUNGAR_HAM_02,2024_HUN_HUNGAR_HAM,36,M,M,13.676,False,0.0
2024_HUN_HUNGAR_HAM_03,2024_HUN_HUNGAR_HAM,59,M,M,15.303,False,0.0
2024_HUN_HUNGAR_RUS_01,2024_HUN_HUNGAR_RUS,14,H,S,22.233,False,0.0
2024_HUN_HUNGAR_RUS_02,2024_HUN_HUNGAR_RUS,59,H,M,31.234,True,6.742
2024_HUN_HUNGAR_LEC_01,2024_HUN_HUNGAR_LEC,14,M,H,20.499,False,0.0
2024_HUN_HUNGAR_SAI_01,2024_HUN_HUNGAR_SAI,14,M,H,14.216,False,0.0
2024_HUN_HUNGAR_SAI_02,2024_HUN_HUNGAR_SAI,59,M,S,21.793,False,0.0
2024_HUN_HUNGAR_NOR_01,2024_HUN_HUNGAR_NOR,14,H,M,23.226,False,0.0
2024_HUN_HUNGAR_NOR_02,2024_HUN_HUNGAR_NOR,59,H,S,15.044,False,0.0
2024_HUN_HUNGAR_PIA_01,2024_HUN_HUNGAR_PIA,14,S,M,18.522,False,0.0
2024_HUN_HUNGAR_PIA_02,2024_HUN_HUNGAR_PIA,59,H,H,21.199,False,0.0
2024_HUN_HUNGAR_ALO_01,2024_HUN_HUNGAR_ALO,14,S,H,19.301,False,0.0
2024_HUN_HUNGAR_ALO_02,2024_HUN_HUNGAR_ALO,59,S,M,12.734,False,0.0
2024_HUN_HUNGAR_STR_01,2024_HUN_HUNGAR_STR,14,M,M,17.192,False,0.0
2024_HUN_HUNGAR_STR_02,2024_HUN_HUNGAR_STR,36,H,S,17.508,False,0.0
2024_HUN_HUNGAR_STR_03,2024_HUN_HUNGAR_STR,59,H,H,26.504,True,6.056
2024_HUN_HUNGAR_OCO_01,2024_HUN_HUNGAR_OCO,14,M,M,12.856,False,0.0
2024_HUN_HUNGAR_OCO_02,2024_HUN_HUNGAR_OCO,36,S,H,15.726,False,0.0
2024_HUN_HUNGAR_OCO_03,2024_HUN_HUNGAR_OCO,59,H,M,16.871,False,0.0
2024_HUN_HUNGAR_GAS_01,2024_HUN_HUNGAR_GAS,14,S,M,24.351,True,4.299
2024_HUN_HUNGAR_GAS_02,2024_HUN_HUNGAR_GAS,59,H,H,15.075,False,0.0
2024_HUN_HUNGAR_ALB_01,2024_HUN_HUNGAR_ALB,14,S,H,15.656,False,0.0
2024_HUN_HUNGAR_ALB_02,2024_HUN_HUNGAR_ALB,59,M,M,21.916,False,0.0
2024_HUN_HUNGAR_TSU_01,2024_HUN_HUNGAR_TSU,14,M,M,23.668,True,2.842
2024_HUN_HUNGAR_HUL_01,2024_HUN_HUNGAR_HUL,14,M,S,19.583,False,0.0
2024_HUN_HUNGAR_HUL_02,2024_HUN_HUNGAR_HUL,59,S,S,17.671,False,0.0
2024_HUN_HUNGAR_BOT_01,2024_HUN_HUNGAR_BOT,14,S,S,14.825,False,0.0
2024_HUN_HUNGAR_BOT_02,2024_HUN_HUNGAR_BOT,59,H,M,19.841,False,0.0
2024_HUN_HUNGAR_MAG_01,2024_HUN_HUNGAR_MAG,14,M,H,21.375,False,0.0
2024_HUN_HUNGAR_MAG_02,2024_HUN_HUNGAR_MAG,59,M,H,19.741,False,0.0
2024_HUN_HUNGAR_ZHO_01,2024_HUN_HUNGAR_ZHO,14,M,S,18.015,False,0.0
2024_HUN_HUNGAR_ZHO_02,2024_HUN_HUNGAR_ZHO,59,M,M,25.378,False,0.0
2024_HUN_HUNGAR_SAR_01,2024_HUN_HUNGAR_SAR,14,H,S,17.206,False,0.0
2024_HUN_HUNGAR_LAW_01,2024_HUN_HUNGAR_LAW,14,M,S,18.774,False,0.0
2024_SIN_MARINA_VER_01,2024_SIN_MARINA_VER,12,M,M,24.333,False,0.0
2024_SIN_MARINA_VER_02,2024_SIN_MARINA_VER,52,H,S,20.216,False,0.0
2024_SIN_MARINA_PER_01,2024_SIN_MARINA_PER,12,S,M,14.326,False,0.0
2024_SIN_MARINA_PER_02,2024_SIN_MARINA_PER,32,M,M,18.373,False,0.0
2024_SIN_MARINA_PER_03,2024_SIN_MARINA_PER,52,H,M,14.339,False,0.0
2024_SIN_MARINA_HAM_01,2024_SIN_MARINA_HAM,12,H,S,16.447,False,0.0
2024_SIN_MARINA_HAM_02,2024_SIN_MARINA_HAM,32,H,S,14.175,False,0.0
2024_SIN_MARINA_HAM_03,2024_SIN_MARINA_HAM,52,H,H,17.25,False,0.0
2024_SIN_MARINA_RUS_01,2024_SIN_MARINA_RUS,12,H,M,19.339,False,0.0
2024_SIN_MARINA_RUS_02,2024_SIN_MARINA_RUS,32,M,S,18.314,False,0.0
2024_SIN_MARINA_RUS_03,2024_SIN_MARINA_RUS,52,H,M,16.564,False,0.0
2024_SIN_MARINA_LEC_01,2024_SIN_MARINA_LEC,12,M,S,23.905,False,0.0
2024_SIN_MARINA_LEC_02,2024_SIN_MARINA_LEC,25,S,S,21.178,False,0.0
2024_SIN_MARINA_LEC_03,2024_SIN_MARINA_LEC,39,S,M,17.711,False,0.0
2024_SIN_MARINA_LEC_04,2024_SIN_MARINA_LEC,52,H,H,20.135,False,0.0
2024_SIN_MARINA_SAI_01,2024_SIN_MARINA_SAI,12,M,S,20.417,False,0.0
2024_SIN_MARINA_SAI_02,2024_SIN_MARINA_SAI,25,H,H,20.507,False,0.0
2024_SIN_MARINA_SAI_03,2024_SIN_MARINA_SAI,39,M,H,20.91,False,0.0
2024_SIN_MARINA_SAI_04,2024_SIN_MARINA_SAI,52,H,H,19.754,False,0.0
2024_SIN_MARINA_NOR_01,2024_SIN_MARINA_NOR,12,S,H,16.604,False,0.0
2024_SIN_MARINA_NOR_02,2024_SIN_MARINA_NOR,32,H,H,17.322,False,0.0
2024_SIN_MARINA_NOR_03,2024_SIN_MARINA_NOR,52,H,S,20.675,False,0.0
2024_SIN_MARINA_PIA_01,2024_SIN_MARINA_PIA,12,S,S,23.418,False,0.0
2024_SIN_MARINA_PIA_02,2024_SIN_MARINA_PIA,32,M,S,19.226,False,0.0
2024_SIN_MARINA_PIA_03,2024_SIN_MARINA_PIA,52,H,H,19.683,False,0.0
2024_SIN_MARINA_ALO_01,2024_SIN_MARINA_ALO,12,H,S,28.926,False,0.0
2024_SIN_MARINA_ALO_02,2024_SIN_MARINA_ALO,32,H,H,18.152,False,0.0
2024_SIN_MARINA_ALO_03,2024_SIN_MARINA_ALO,52,M,H,17.931,False,0.0
2024_SIN_MARINA_STR_01,2024_SIN_MARINA_STR,12,M,S,19.486,False,0.0
2024_SIN_MARINA_STR_02,2024_SIN_MARINA_STR,32,H,S,19.915,True,6.333
2024_SIN_MARINA_STR_03,2024_SIN_MARINA_STR,52,S,H,17.701,False,0.0
2024_SIN_MARINA_OCO_01,2024_SIN_MARINA_OCO,12,S,S,23.509,False,0.0
2024_SIN_MARINA_OCO_02,2024_SIN_MARINA_OCO,32,M,S,15.687,False,0.0
2024_SIN_MARINA_OCO_03,2024_SIN_MARINA_OCO,52,H,M,20.879,False,0.0
2024_SIN_MARINA_GAS_01,2024_SIN_MARINA_GAS,12,H,H,13.62,False,0.0
2024_SIN_MARINA_GAS_02,2024_SIN_MARINA_GAS,32,H,S,26.392,False,0.0
2024_SIN_MARINA_GAS_03,2024_SIN_MARINA_GAS,52,H,H,16.443,False,0.0
2024_SIN_MARINA_ALB_01,2024_SIN_MARINA_ALB,12,M,H,17.292,False,0.0
2024_SIN_MARINA_ALB_02,2024_SIN_MARINA_ALB,32,M,M,18.973,False,0.0
2024_SIN_MARINA_ALB_03,2024_SIN_MARINA_ALB,52,M,M,19.507,False,0.0
2024_SIN_MARINA_TSU_01,2024_SIN_MARINA_TSU,12,M,M,28.71,False,0.0
2024_SIN_MARINA_TSU_02,2024_SIN_MARINA_TSU,32,S,M,17.836,False,0.0
2024_SIN_MARINA_TSU_03,2024_SIN_MARINA_TSU,52,M,M,25.719,False,0.0
2024_SIN_MARINA_HUL_01,2024_SIN_MARINA_HUL,12,M,M,13.107,False,0.0
2024_SIN_MARINA_HUL_02,2024_SIN_MARINA_HUL,32,M,S,22.813,False,0.0
2024_SIN_MARINA_HUL_03,2024_SIN_MARINA_HUL,52,M,S,17.913,False,0.0
2024_SIN_MARINA_BOT_01,2024_SIN_MARINA_BOT,12,S,M,18.099,False,0.0
2024_SIN_MARINA_BOT_02,2024_SIN_MARINA_BOT,32,H,H,21.135,True,4.166
2024_SIN_MARINA_BOT_03,2024_SIN_MARINA_BOT,52,S,H,21.702,False,0.0
2024_SIN_MARINA_MAG_01,2024_SIN_MARINA_MAG,12,M,H,33.506,False,0.0
2024_SIN_MARINA_MAG_02,2024_SIN_MARINA_MAG,32,M,H,13.804,False,0.0
2024_SIN_MARINA_MAG_03,2024_SIN_MARINA_MAG,52,M,M,22.258,False,0.0
2024_SIN_MARINA_ZHO_01,2024_SIN_MARINA_ZHO,12,S,M,15.155,False,0.0
2024_SIN_MARINA_ZHO_02,2024_SIN_MARINA_ZHO,52,S,S,17.159,False,0.0
2024_SIN_MARINA_SAR_01,2024_SIN_MARINA_SAR,12,M,M,20.342,False,0.0
2024_SIN_MARINA_SAR_02,2024_SIN_MARINA_SAR,32,M,H,24.578,False,0.0
2024_SIN_MARINA_SAR_03,2024_SIN_MARINA_SAR,52,S,S,23.654,True,5.267
2024_SIN_MARINA_LAW_01,2024_SIN_MARINA_LAW,12,S,H,13.899,False,0.0
2024_SIN_MARINA_LAW_02,2024_SIN_MARINA_LAW,52,S,H,21.519,False,0.0
2024_ITA_IMOLA_VER_01,2024_ITA_IMOLA_VER,12,S,S,16.113,False,0.0
2024_ITA_IMOLA_VER_02,2024_ITA_IMOLA_VER,53,S,M,20.17,False,0.0
2024_ITA_IMOLA_PER_01,2024_ITA_IMOLA_PER,12,M,H,17.082,False,0.0
2024_ITA_IMOLA_PER_02,2024_ITA_IMOLA_PER,53,M,M,18.226,False,0.0
2024_ITA_IMOLA_HAM_01,2024_ITA_IMOLA_HAM,12,S,M,20.007,False,0.0
2024_ITA_IMOLA_HAM_02,2024_ITA_IMOLA_HAM,53,S,S,17.818,False,0.0
2024_ITA_IMOLA_RUS_01,2024_ITA_IMOLA_RUS,12,H,S,20.486,False,0.0
2024_ITA_IMOLA_RUS_02,2024_ITA_IMOLA_RUS,53,M,H,16.469,False,0.0
2024_ITA_IMOLA_LEC_01,2024_ITA_IMOLA_LEC,12,M,H,23.004,False,0.0
2024_ITA_IMOLA_LEC_02,2024_ITA_IMOLA_LEC,33,H,M,12.478,False,0.0
2024_ITA_IMOLA_LEC_03,2024_ITA_IMOLA_LEC,53,S,M,15.006,False,0.0
2024_ITA_IMOLA_SAI_01,2024_ITA_IMOLA_SAI,12,M,H,23.986,True,3.658
2024_ITA_IMOLA_SAI_02,2024_ITA_IMOLA_SAI,33,H,M,12.826,False,0.0
2024_ITA_IMOLA_SAI_03,2024_ITA_IMOLA_SAI,53,H,H,16.133,False,0.0
2024_ITA_IMOLA_NOR_01,2024_ITA_IMOLA_NOR,12,H,M,18.22,False,0.0
2024_ITA_IMOLA_NOR_02,2024_ITA_IMOLA_NOR,53,H,M,20.693,False,0.0
2024_ITA_IMOLA_PIA_01,2024_ITA_IMOLA_PIA,12,M,M,24.489,False,0.0
2024_ITA_IMOLA_PIA_02,2024_ITA_IMOLA_PIA,33,M,S,19.756,False,0.0
2024_ITA_IMOLA_PIA_03,2024_ITA_IMOLA_PIA,53,H,M,15.767,False,0.0
2024_ITA_IMOLA_ALO_01,2024_ITA_IMOLA_ALO,12,M,H,16.415,False,0.0
2024_ITA_IMOLA_ALO_02,2024_ITA_IMOLA_ALO,33,H,S,18.466,False,0.0
2024_ITA_IMOLA_ALO_03,2024_ITA_IMOLA_ALO,53,M,S,25.746,False,0.0
2024_ITA_IMOLA_STR_01,2024_ITA_IMOLA_STR,12,M,H,19.55,False,0.0
2024_ITA_IMOLA_OCO_01,2024_ITA_IMOLA_OCO,12,S,H,18.85,False,0.0
2024_ITA_IMOLA_OCO_02,2024_ITA_IMOLA_OCO,53,S,H,22.326,False,0.0
2024_ITA_IMOLA_GAS_01,2024_ITA_IMOLA_GAS,12,H,S,15.391,False,0.0
2024_ITA_IMOLA_ALB_01,2024_ITA_IMOLA_ALB,12,M,M,15.91,False,0.0
2024_ITA_IMOLA_ALB_02,2024_ITA_IMOLA_ALB,53,S,M,16.364,False,0.0
2024_ITA_IMOLA_TSU_01,2024_ITA_IMOLA_TSU,12,H,M,16.998,False,0.0
2024_ITA_IMOLA_TSU_02,2024_ITA_IMOLA_TSU,53,S,S,14.909,False,0.0
2024_ITA_IMOLA_HUL_01,2024_ITA_IMOLA_HUL,12,M,M,20.839,False,0.0
2024_ITA_IMOLA_HUL_02,2024_ITA_IMOLA_HUL,33,S,H,24.142,False,0.0
2024_ITA_IMOLA_HUL_03,2024_ITA_IMOLA_HUL,53,H,S,31.624,True,7.021
2024_ITA_IMOLA_BOT_01,2024_ITA_IMOLA_BOT,12,H,H,15.508,False,0.0
2024_ITA_IMOLA_BOT_02,2024_ITA_IMOLA_BOT,53,M,M,19.581,False,0.0
2024_ITA_IMOLA_MAG_01,2024_ITA_IMOLA_MAG,12,H,M,27.338,True,4.136
2024_ITA_IMOLA_MAG_02,2024_ITA_IMOLA_MAG,53,H,S,18.698,False,0.0
2024_ITA_IMOLA_ZHO_01,2024_ITA_IMOLA_ZHO,12,H,M,23.473,False,0.0
2024_ITA_IMOLA_ZHO_02,2024_ITA_IMOLA_ZHO,53,S,H,15.398,False,0.0
2024_ITA_IMOLA_SAR_01,2024_ITA_IMOLA_SAR,12,H,H,23.394,False,0.0
2024_ITA_IMOLA_SAR_02,2024_ITA_IMOLA_SAR,53,M,S,19.604,False,0.0
2024_ITA_IMOLA_LAW_01,2024_ITA_IMOLA_LAW,12,M,H,18.717,False,0.0
2024_MON_MONACO_VER_01,2024_MON_MONACO_VER,15,M,H,19.484,False,0.0
2024_MON_MONACO_VER_02,2024_MON_MONACO_VER,40,M,H,28.162,False,0.0
2024_MON_MONACO_VER_03,2024_MON_MONACO_VER,66,H,S,15.088,False,0.0
2024_MON_MONACO_PER_01,2024_MON_MONACO_PER,15,H,M,23.297,False,0.0
2024_MON_MONACO_PER_02,2024_MON_MONACO_PER,40,S,H,16.365,False,0.0
2024_MON_MONACO_PER_03,2024_MON_MONACO_PER,66,H,M,17.833,False,0.0
2024_MON_MONACO_HAM_01,2024_MON_MONACO_HAM,15,M,H,20.151,False,0.0
2024_MON_MONACO_HAM_02,2024_MON_MONACO_HAM,66,M,M,20.097,False,0.0
2024_MON_MONACO_RUS_01,2024_MON_MONACO_RUS,15,S,H,22.476,False,0.0
2024_MON_MONACO_RUS_02,2024_MON_MONACO_RUS,40,M,M,21.232,False,0.0
2024_MON_MONACO_RUS_03,2024_MON_MONACO_RUS,66,H,S,24.639,True,5.902
2024_MON_MONACO_LEC_01,2024_MON_MONACO_LEC,15,S,M,20.095,False,0.0
2024_MON_MONACO_LEC_02,2024_MON_MONACO_LEC,40,M,H,24.293,True,2.784
2024_MON_MONACO_LEC_03,2024_MON_MONACO_LEC,66,M,M,16.042,False,0.0
2024_MON_MONACO_SAI_01,2024_MON_MONACO_SAI,15,H,H,18.043,False,0.0
2024_MON_MONACO_SAI_02,2024_MON_MONACO_SAI,32,M,S,24.348,False,0.0
2024_MON_MONACO_SAI_03,2024_MON_MONACO_SAI,49,M,H,16.557,False,0.0
2024_MON_MONACO_SAI_04,2024_MON_MONACO_SAI,66,H,H,17.93,False,0.0
2024_MON_MONACO_NOR_01,2024_MON_MONACO_NOR,15,H,M,15.569,False,0.0
2024_MON_MONACO_NOR_02,2024_MON_MONACO_NOR,40,S,M,16.507,False,0.0
2024_MON_MONACO_NOR_03,2024_MON_MONACO_NOR,66,M,M,16.795,False,0.0
2024_MON_MONACO_PIA_01,2024_MON_MONACO_PIA,15,H,S,16.635,False,0.0
2024_MON_MONACO_PIA_02,2024_MON_MONACO_PIA,40,S,M,19.032,False,0.0
2024_MON_MONACO_PIA_03,2024_MON_MONACO_PIA,66,H,S,15.602,False,0.0
2024_MON_MONACO_ALO_01,2024_MON_MONACO_ALO,15,S,S,23.692,False,0.0
2024_MON_MONACO_ALO_02,2024_MON_MONACO_ALO,40,M,M,19.333,False,0.0
2024_MON_MONACO_ALO_03,2024_MON_MONACO_ALO,66,S,M,36.64,True,7.918
2024_MON_MONACO_STR_01,2024_MON_MONACO_STR,15,M,H,18.774,False,0.0
2024_MON_MONACO_STR_02,2024_MON_MONACO_STR,40,H,M,21.119,False,0.0
2024_MON_MONACO_STR_03,2024_MON_MONACO_STR,66,S,M,18.491,False,0.0
2024_MON_MONACO_OCO_01,2024_MON_MONACO_OCO,15,H,S,17.415,False,0.0
2024_MON_MONACO_OCO_02,2024_MON_MONACO_OCO,32,H,H,24.872,False,0.0
2024_MON_MONACO_OCO_03,2024_MON_MONACO_OCO,49,H,S,17.938,False,0.0
2024_MON_MONACO_OCO_04,2024_MON_MONACO_OCO,66,M,M,16.006,False,0.0
2024_MON_MONACO_GAS_01,2024_MON_MONACO_GAS,15,S,M,12.272,False,0.0
2024_MON_MONACO_GAS_02,2024_MON_MONACO_GAS,40,S,M,29.644,True,6.147
2024_MON_MONACO_GAS_03,2024_MON_MONACO_GAS,66,M,S,18.159,False,0.0
2024_MON_MONACO_ALB_01,2024_MON_MONACO_ALB,15,S,S,21.406,False,0.0
2024_MON_MONACO_ALB_02,2024_MON_MONACO_ALB,32,S,H,15.931,False,0.0
2024_MON_MONACO_ALB_03,2024_MON_MONACO_ALB,49,M,S,22.584,False,0.0
2024_MON_MONACO_ALB_04,2024_MON_MONACO_ALB,66,H,H,16.56,False,0.0
2024_MON_MONACO_TSU_01,2024_MON_MONACO_TSU,15,H,S,25.554,False,0.0
2024_MON_MONACO_TSU_02,2024_MON_MONACO_TSU,40,H,H,31.0,True,7.287
2024_MON_MONACO_TSU_03,2024_MON_MONACO_TSU,66,M,H,21.426,True,3.121
2024_MON_MONACO_HUL_01,2024_MON_MONACO_HUL,15,H,S,18.165,False,0.0
2024_MON_MONACO_HUL_02,2024_MON_MONACO_HUL,40,S,M,16.361,False,0.0
2024_MON_MONACO_HUL_03,2024_MON_MONACO_HUL,66,H,M,14.429,False,0.0
2024_MON_MONACO_BOT_01,2024_MON_MONACO_BOT,15,M,M,17.191,False,0.0
2024_MON_MONACO_BOT_02,2024_MON_MONACO_BOT,40,S,H,33.906,True,2.057
2024_MON_MONACO_BOT_03,2024_MON_MONACO_BOT,66,H,M,19.831,False,0.0
2024_MON_MONACO_MAG_01,2024_MON_MONACO_MAG,15,S,M,20.967,False,0.0
2024_MON_MONACO_MAG_02,2024_MON_MONACO_MAG,40,S,M,20.881,False,0.0
2024_MON_MONACO_MAG_03,2024_MON_MONACO_MAG,66,H,H,16.986,False,0.0
2024_MON_MONACO_ZHO_01,2024_MON_MONACO_ZHO,15,H,S,14.549,False,0.0
2024_MON_MONACO_ZHO_02,2024_MON_MONACO_ZHO,66,S,H,20.551,False,0.0
2024_MON_MONACO_SAR_01,2024_MON_MONACO_SAR,15,H,M,17.919,False,0.0
2024_MON_MONACO_SAR_02,2024_MON_MONACO_SAR,40,H,S,19.712,False,0.0
2024_MON_MONACO_SAR_03,2024_MON_MONACO_SAR,66,S,H,21.058,False,0.0
2024_MON_MONACO_LAW_01,2024_MON_MONACO_LAW,15,S,M,21.804,False,0.0
2024_MON_MONACO_LAW_02,2024_MON_MONACO_LAW,40,S,H,23.104,False,0.0
