odds_id,race_id,driver_id,snapshot,decimal_odds,overround,implied_prob
2024_ABU_MARINA_PIA_POST,2024_ABU_MARINA,PIA,post_quali,274.7253,1.042,0.00364
2024_ABU_MARINA_ALO_PRE,2024_ABU_MARINA,ALO,pre,4.2517,1.0853,0.235199
2024_ABU_MARINA_ALO_POST,2024_ABU_MARINA,ALO,post_quali,4.0775,1.042,0.24525
2024_ABU_MARINA_STR_PRE,2024_ABU_MARINA,STR,pre,3.721,1.0853,0.268747
2024_ABU_MARINA_STR_POST,2024_ABU_MARINA,STR,post_quali,3.6588,1.042,0.273312
2024_ABU_MARINA_OCO_PRE,2024_ABU_MARINA,OCO,pre,37.2912,1.0853,0.026816
2024_ABU_MARINA_OCO_POST,2024_ABU_MARINA,OCO,post_quali,39.032,1.042,0.02562
2024_ABU_MARINA_GAS_PRE,2024_ABU_MARINA,GAS,pre,16.0878,1.0853,0.062159
2024_ABU_MARINA_GAS_POST,2024_ABU_MARINA,GAS,post_quali,16.0182,1.042,0.062429
2024_ABU_MARINA_ALB_PRE,2024_ABU_MARINA,ALB,pre,179.5655,1.0853,0.005569
2024_ABU_MARINA_ALB_POST,2024_ABU_MARINA,ALB,post_quali,212.9925,1.042,0.004695
2024_ABU_MARINA_TSU_PRE,2024_ABU_MARINA,TSU,pre,92.9541,1.0853,0.010758
2024_ABU_MARINA_TSU_POST,2024_ABU_MARINA,TSU,post_quali,106.1909,1.042,0.009417
2024_ABU_MARINA_HUL_PRE,2024_ABU_MARINA,HUL,pre,16.9538,1.0853,0.058984
2024_ABU_MARINA_HUL_POST,2024_ABU_MARINA,HUL,post_quali,17.5251,1.042,0.057061
2024_ABU_MARINA_BOT_PRE,2024_ABU_MARINA,BOT,pre,66.3658,1.0853,0.015068
2024_ABU_MARINA_BOT_POST,2024_ABU_MARINA,BOT,post_quali,72.1189,1.042,0.013866
2024_ABU_MARINA_MAG_PRE,2024_ABU_MARINA,MAG,pre,129.5001,1.0853,0.007722
2024_ABU_MARINA_MAG_POST,2024_ABU_MARINA,MAG,post_quali,151.676,1.042,0.006593
2024_ABU_MARINA_ZHO_PRE,2024_ABU_MARINA,ZHO,pre,68.6248,1.0853,0.014572
2024_ABU_MARINA_ZHO_POST,2024_ABU_MARINA,ZHO,post_quali,75.5116,1.042,0.013243
2024_ABU_MARINA_SAR_PRE,2024_ABU_MARINA,SAR,pre,27.0453,1.0853,0.036975
2024_ABU_MARINA_SAR_POST,2024_ABU_MARINA,SAR,post_quali,27.6091,1.042,0.03622
2024_ABU_MARINA_LAW_PRE,2024_ABU_MARINA,LAW,pre,9.3093,1.0853,0.107419
2024_ABU_MARINA_LAW_POST,2024_ABU_MARINA,LAW,post_quali,9.0401,1.042,0.110618
2024_AZE_BAKU_VER_PRE,2024_AZE_BAKU,VER,pre,62.6841,1.0934,0.015953
2024_AZE_BAKU_VER_POST,2024_AZE_BAKU,VER,post_quali,69.2329,1.0678,0.014444
2024_AZE_BAKU_PER_PRE,2024_AZE_BAKU,PER,pre,15.4078,1.0934,0.064902
2024_AZE_BAKU_PER_POST,2024_AZE_BAKU,PER,post_quali,15.5921,1.0678,0.064135
2024_AZE_BAKU_HAM_PRE,2024_AZE_BAKU,HAM,pre,54.1506,1.0934,0.018467
2024_AZE_BAKU_HAM_POST,2024_AZE_BAKU,HAM,post_quali,56.1829,1.0678,0.017799
2024_AZE_BAKU_RUS_PRE,2024_AZE_BAKU,RUS,pre,108.5069,1.0934,0.009216
2024_AZE_BAKU_RUS_POST,2024_AZE_BAKU,RUS,post_quali,122.8803,1.0678,0.008138
2024_AZE_BAKU_LEC_PRE,2024_AZE_BAKU,LEC,pre,328.2994,1.0934,0.003046
2024_AZE_BAKU_LEC_POST,2024_AZE_BAKU,LEC,post_quali,395.7262,1.0678,0.002527
2024_AZE_BAKU_SAI_PRE,2024_AZE_BAKU,SAI,pre,83.1601,1.0934,0.012025
2024_AZE_BAKU_SAI_POST,2024_AZE_BAKU,SAI,post_quali,96.5531,1.0678,0.010357
2024_AZE_BAKU_NOR_PRE,2024_AZE_BAKU,NOR,pre,95.1837,1.0934,0.010506
2024_AZE_BAKU_NOR_POST,2024_AZE_BAKU,NOR,post_quali,109.1465,1.0678,0.009162
2024_AZE_BAKU_PIA_PRE,2024_AZE_BAKU,PIA,pre,175.2848,1.0934,0.005705
2024_AZE_BAKU_PIA_POST,2024_AZE_BAKU,PIA,post_quali,213.9495,1.0678,0.004674
2024_AZE_BAKU_ALO_PRE,2024_AZE_BAKU,ALO,pre,4.007,1.0934,0.249562
2024_AZE_BAKU_ALO_POST,2024_AZE_BAKU,ALO,post_quali,3.8571,1.0678,0.259259
2024_AZE_BAKU_STR_PRE,2024_AZE_BAKU,STR,pre,3.3066,1.0934,0.302422
2024_AZE_BAKU_STR_POST,2024_AZE_BAKU,STR,post_quali,3.223,1.0678,0.31027
2024_AZE_BAKU_OCO_PRE,2024_AZE_BAKU,OCO,pre,33.8914,1.0934,0.029506
2024_AZE_BAKU_OCO_POST,2024_AZE_BAKU,OCO,post_quali,36.0555,1.0678,0.027735
2024_AZE_BAKU_GAS_PRE,2024_AZE_BAKU,GAS,pre,17.5815,1.0934,0.056878
2024_AZE_BAKU_GAS_POST,2024_AZE_BAKU,GAS,post_quali,17.5707,1.0678,0.056913
2024_AZE_BAKU_ALB_PRE,2024_AZE_BAKU,ALB,pre,197.9806,1.0934,0.005051
2024_AZE_BAKU_ALB_POST,2024_AZE_BAKU,ALB,post_quali,235.6823,1.0678,0.004243
2024_AZE_BAKU_TSU_PRE,2024_AZE_BAKU,TSU,pre,92.4385,1.0934,0.010818
2024_AZE_BAKU_TSU_POST,2024_AZE_BAKU,TSU,post_quali,103.3805,1.0678,0.009673
2024_AZE_BAKU_HUL_PRE,2024_AZE_BAKU,HUL,pre,20.0642,1.0934,0.04984
2024_AZE_BAKU_HUL_POST,2024_AZE_BAKU,HUL,post_quali,20.5592,1.0678,0.04864
2024_AZE_BAKU_BOT_PRE,2024_AZE_BAKU,BOT,pre,51.5517,1.0934,0.019398
2024_AZE_BAKU_BOT_POST,2024_AZE_BAKU,BOT,post_quali,56.2303,1.0678,0.017784
2024_AZE_BAKU_MAG_PRE,2024_AZE_BAKU,MAG,pre,128.0738,1.0934,0.007808
2024_AZE_BAKU_MAG_POST,2024_AZE_BAKU,MAG,post_quali,150.5797,1.0678,0.006641
2024_AZE_BAKU_ZHO_PRE,2024_AZE_BAKU,ZHO,pre,66.2032,1.0934,0.015105
2024_AZE_BAKU_ZHO_POST,2024_AZE_BAKU,ZHO,post_quali,71.3165,1.0678,0.014022
2024_AZE_BAKU_SAR_PRE,2024_AZE_BAKU,SAR,pre,35.9492,1.0934,0.027817
2024_AZE_BAKU_SAR_POST,2024_AZE_BAKU,SAR,post_quali,37.7686,1.0678,0.026477
2024_AZE_BAKU_LAW_PRE,2024_AZE_BAKU,LAW,pre,11.6316,1.0934,0.085973
2024_AZE_BAKU_LAW_POST,2024_AZE_BAKU,LAW,post_quali,11.48,1.0678,0.087108
2024_UK_SILVER_RIC_PRE,2024_UK_SILVER,RIC,pre,86.0437,1.0875,0.011622
2024_UK_SILVER_RIC_POST,2024_UK_SILVER,RIC,post_quali,91.9456,1.0546,0.010876
2024_UK_SILVER_PER_PRE,2024_UK_SILVER,PER,pre,12.643,1.0875,0.079095
2024_UK_SILVER_PER_POST,2024_UK_SILVER,PER,post_quali,12.3784,1.0546,0.080786
2024_UK_SILVER_HAM_PRE,2024_UK_SILVER,HAM,pre,46.0172,1.0875,0.021731
2024_UK_SILVER_HAM_POST,2024_UK_SILVER,HAM,post_quali,47.9593,1.0546,0.020851
2024_UK_SILVER_RUS_PRE,2024_UK_SILVER,RUS,pre,98.2898,1.0875,0.010174
2024_UK_SILVER_RUS_POST,2024_UK_SILVER,RUS,post_quali,111.8068,1.0546,0.008944
2024_UK_SILVER_DRI_PRE,2024_UK_SILVER,DRI,pre,60.4814,1.0875,0.016534
2024_UK_SILVER_DRI_POST,2024_UK_SILVER,DRI,post_quali,65.445,1.0546,0.01528
2024_UK_SILVER_SAI_PRE,2024_UK_SILVER,SAI,pre,79.4281,1.0875,0.01259
2024_UK_SILVER_SAI_POST,2024_UK_SILVER,SAI,post_quali,88.1213,1.0546,0.011348
2024_UK_SILVER_NOR_PRE,2024_UK_SILVER,NOR,pre,85.5725,1.0875,0.011686
2024_UK_SILVER_NOR_POST,2024_UK_SILVER,NOR,post_quali,98.561,1.0546,0.010146
2024_UK_SILVER_PIA_PRE,2024_UK_SILVER,PIA,pre,174.3071,1.0875,0.005737
2024_UK_SILVER_PIA_POST,2024_UK_SILVER,PIA,post_quali,208.4636,1.0546,0.004797
2024_UK_SILVER_ALO_PRE,2024_UK_SILVER,ALO,pre,4.2877,1.0875,0.233226
2024_UK_SILVER_ALO_POST,2024_UK_SILVER,ALO,post_quali,4.0943,1.0546,0.244243
2024_UK_SILVER_STR_PRE,2024_UK_SILVER,STR,pre,4.0839,1.0875,0.244864
2024_UK_SILVER_STR_POST,2024_UK_SILVER,STR,post_quali,4.0487,1.0546,0.246992
2024_UK_SILVER_OCO_PRE,2024_UK_SILVER,OCO,pre,38.1811,1.0875,0.026191
2024_UK_SILVER_OCO_POST,2024_UK_SILVER,OCO,post_quali,40.2933,1.0546,0.024818
2024_UK_SILVER_GAS_PRE,2024_UK_SILVER,GAS,pre,18.8786,1.0875,0.05297
2024_UK_SILVER_GAS_POST,2024_UK_SILVER,GAS,post_quali,19.1898,1.0546,0.052111
2024_UK_SILVER_ALB_PRE,2024_UK_SILVER,ALB,pre,216.5909,1.0875,0.004617
2024_UK_SILVER_ALB_POST,2024_UK_SILVER,ALB,post_quali,262.2607,1.0546,0.003813
2024_UK_SILVER_TSU_PRE,2024_UK_SILVER,TSU,pre,62.9366,1.0875,0.015889
2024_UK_SILVER_TSU_POST,2024_UK_SILVER,TSU,post_quali,73.4053,1.0546,0.013623
2024_UK_SILVER_HUL_PRE,2024_UK_SILVER,HUL,pre,15.1957,1.0875,0.065808
2024_UK_SILVER_HUL_POST,2024_UK_SILVER,HUL,post_quali,15.2541,1.0546,0.065556
2024_UK_SILVER_BOT_PRE,2024_UK_SILVER,BOT,pre,49.781,1.0875,0.020088
2024_UK_SILVER_BOT_POST,2024_UK_SILVER,BOT,post_quali,54.5435,1.0546,0.018334
2024_UK_SILVER_MAG_PRE,2024_UK_SILVER,MAG,pre,122.6091,1.0875,0.008156
2024_UK_SILVER_MAG_POST,2024_UK_SILVER,MAG,post_quali,144.8016,1.0546,0.006906
2024_UK_SILVER_ZHO_PRE,2024_UK_SILVER,ZHO,pre,70.7614,1.0875,0.014132
2024_UK_SILVER_ZHO_POST,2024_UK_SILVER,ZHO,post_quali,79.4913,1.0546,0.01258
2024_UK_SILVER_SAR_PRE,2024_UK_SILVER,SAR,pre,33.8009,1.0875,0.029585
2024_UK_SILVER_SAR_POST,2024_UK_SILVER,SAR,post_quali,34.7899,1.0546,0.028744
2024_UK_SILVER_LAW_PRE,2024_UK_SILVER,LAW,pre,8.6726,1.0875,0.115306
2024_UK_SILVER_LAW_POST,2024_UK_SILVER,LAW,post_quali,8.3856,1.0546,0.119252
2024_USA_AUSTIN_VER_PRE,2024_USA_AUSTIN,VER,pre,68.9227,1.0744,0.014509
2024_USA_AUSTIN_VER_POST,2024_USA_AUSTIN,VER,post_quali,75.6716,1.0335,0.013215
2024_USA_AUSTIN_PER_PRE,2024_USA_AUSTIN,PER,pre,12.5731,1.0744,0.079535
2024_USA_AUSTIN_PER_POST,2024_USA_AUSTIN,PER,post_quali,12.6483,1.0335,0.079062
2024_USA_AUSTIN_HAM_PRE,2024_USA_AUSTIN,HAM,pre,37.1899,1.0744,0.026889
2024_USA_AUSTIN_HAM_POST,2024_USA_AUSTIN,HAM,post_quali,39.3298,1.0335,0.025426
2024_USA_AUSTIN_RUS_PRE,2024_USA_AUSTIN,RUS,pre,98.8924,1.0744,0.010112
2024_USA_AUSTIN_RUS_POST,2024_USA_AUSTIN,RUS,post_quali,115.5802,1.0335,0.008652
2024_USA_AUSTIN_LEC_PRE,2024_USA_AUSTIN,LEC,pre,376.3643,1.0744,0.002657
2024_USA_AUSTIN_LEC_POST,2024_USA_AUSTIN,LEC,post_quali,451.06,1.0335,0.002217
2024_USA_AUSTIN_SAI_PRE,2024_USA_AUSTIN,SAI,pre,86.1252,1.0744,0.011611
2024_USA_AUSTIN_SAI_POST,2024_USA_AUSTIN,SAI,post_quali,95.7488,1.0335,0.010444
2024_USA_AUSTIN_NOR_PRE,2024_USA_AUSTIN,NOR,pre,78.0214,1.0744,0.012817
2024_USA_AUSTIN_NOR_POST,2024_USA_AUSTIN,NOR,post_quali,87.8272,1.0335,0.011386
2024_USA_AUSTIN_PIA_PRE,2024_USA_AUSTIN,PIA,pre,164.2845,1.0744,0.006087
2024_USA_AUSTIN_PIA_POST,2024_USA_AUSTIN,PIA,post_quali,199.362,1.0335,0.005016
2024_USA_AUSTIN_ALO_PRE,2024_USA_AUSTIN,ALO,pre,3.8344,1.0744,0.260797
2024_USA_AUSTIN_ALO_POST,2024_USA_AUSTIN,ALO,post_quali,3.6692,1.0335,0.272537
2024_USA_AUSTIN_STR_PRE,2024_USA_AUSTIN,STR,pre,4.5293,1.0744,0.220786
2024_USA_AUSTIN_STR_POST,2024_USA_AUSTIN,STR,post_quali,4.4998,1.0335,0.222233
2024_USA_AUSTIN_OCO_PRE,2024_USA_AUSTIN,OCO,pre,38.1505,1.0744,0.026212
2024_USA_AUSTIN_OCO_POST,2024_USA_AUSTIN,OCO,post_quali,39.8454,1.0335,0.025097
2024_USA_AUSTIN_GAS_PRE,2024_USA_AUSTIN,GAS,pre,17.78,1.0744,0.056243
2024_USA_AUSTIN_GAS_POST,2024_USA_AUSTIN,GAS,post_quali,18.1113,1.0335,0.055214
2024_USA_AUSTIN_ALB_PRE,2024_USA_AUSTIN,ALB,pre,221.0922,1.0744,0.004523
2024_USA_AUSTIN_ALB_POST,2024_USA_AUSTIN,ALB,post_quali,261.7116,1.0335,0.003821
2024_USA_AUSTIN_TSU_PRE,2024_USA_AUSTIN,TSU,pre,80.3536,1.0744,0.012445
2024_USA_AUSTIN_TSU_POST,2024_USA_AUSTIN,TSU,post_quali,91.6003,1.0335,0.010917
2024_USA_AUSTIN_HUL_PRE,2024_USA_AUSTIN,HUL,pre,17.6106,1.0744,0.056784
2024_USA_AUSTIN_HUL_POST,2024_USA_AUSTIN,HUL,post_quali,17.2786,1.0335,0.057875
2024_USA_AUSTIN_BOT_PRE,2024_USA_AUSTIN,BOT,pre,43.399,1.0744,0.023042
2024_USA_AUSTIN_BOT_POST,2024_USA_AUSTIN,BOT,post_quali,46.4749,1.0335,0.021517
2024_USA_AUSTIN_MAG_PRE,2024_USA_AUSTIN,MAG,pre,110.3753,1.0744,0.00906
2024_USA_AUSTIN_MAG_POST,2024_USA_AUSTIN,MAG,post_quali,127.4048,1.0335,0.007849
2024_USA_AUSTIN_ZHO_PRE,2024_USA_AUSTIN,ZHO,pre,59.2487,1.0744,0.016878
2024_USA_AUSTIN_ZHO_POST,2024_USA_AUSTIN,ZHO,post_quali,64.2467,1.0335,0.015565
2024_USA_AUSTIN_SAR_PRE,2024_USA_AUSTIN,SAR,pre,34.1927,1.0744,0.029246
2024_USA_AUSTIN_SAR_POST,2024_USA_AUSTIN,SAR,post_quali,35.2671,1.0335,0.028355
2024_USA_AUSTIN_LAW_PRE,2024_USA_AUSTIN,LAW,pre,8.3496,1.0744,0.119766
2024_USA_AUSTIN_LAW_POST,2024_USA_AUSTIN,LAW,post_quali,8.0904,1.0335,0.123603
2024_CAN_GILLES_VER_PRE,2024_CAN_GILLES,VER,pre,53.859,1.0952,0.018567
2024_CAN_GILLES_VER_POST,2024_CAN_GILLES,VER,post_quali,61.5157,1.0502,0.016256
2024_CAN_GILLES_PER_PRE,2024_CAN_GILLES,PER,pre,11.7669,1.0952,0.084984
2024_CAN_GILLES_PER_POST,2024_CAN_GILLES,PER,post_quali,11.7133,1.0502,0.085373
2024_CAN_GILLES_HAM_PRE,2024_CAN_GILLES,HAM,pre,44.1092,1.0952,0.022671
2024_CAN_GILLES_HAM_POST,2024_CAN_GILLES,HAM,post_quali,46.1595,1.0502,0.021664
2024_CAN_GILLES_RUS_PRE,2024_CAN_GILLES,RUS,pre,102.5431,1.0952,0.009752
2024_CAN_GILLES_RUS_POST,2024_CAN_GILLES,RUS,post_quali,115.6604,1.0502,0.008646
2024_CAN_GILLES_LEC_PRE,2024_CAN_GILLES,LEC,pre,400.4806,1.0952,0.002497
2024_CAN_GILLES_LEC_POST,2024_CAN_GILLES,LEC,post_quali,486.8549,1.0502,0.002054
2024_CAN_GILLES_SAI_PRE,2024_CAN_GILLES,SAI,pre,74.6213,1.0952,0.013401
2024_CAN_GILLES_SAI_POST,2024_CAN_GILLES,SAI,post_quali,87.3897,1.0502,0.011443
2024_CAN_GILLES_NOR_PRE,2024_CAN_GILLES,NOR,pre,57.2377,1.0952,0.017471
2024_CAN_GILLES_NOR_POST,2024_CAN_GILLES,NOR,post_quali,62.1891,1.0502,0.01608
2024_CAN_GILLES_PIA_PRE,2024_CAN_GILLES,PIA,pre,172.3841,1.0952,0.005801
2024_CAN_GILLES_PIA_POST,2024_CAN_GILLES,PIA,post_quali,206.9965,1.0502,0.004831
2024_CAN_GILLES_ALO_PRE,2024_CAN_GILLES,ALO,pre,4.3798,1.0952,0.228321
2024_CAN_GILLES_ALO_POST,2024_CAN_GILLES,ALO,post_quali,4.1994,1.0502,0.238132
2024_CAN_GILLES_STR_PRE,2024_CAN_GILLES,STR,pre,4.28,1.0952,0.233645
2024_CAN_GILLES_STR_POST,2024_CAN_GILLES,STR,post_quali,4.1553,1.0502,0.240657
2024_CAN_GILLES_OCO_PRE,2024_CAN_GILLES,OCO,pre,47.4181,1.0952,0.021089
2024_CAN_GILLES_OCO_POST,2024_CAN_GILLES,OCO,post_quali,52.8206,1.0502,0.018932
2024_CAN_GILLES_GAS_PRE,2024_CAN_GILLES,GAS,pre,18.8168,1.0952,0.053144
2024_CAN_GILLES_GAS_POST,2024_CAN_GILLES,GAS,post_quali,19.2049,1.0502,0.05207
2024_CAN_GILLES_ALB_PRE,2024_CAN_GILLES,ALB,pre,179.7591,1.0952,0.005563
2024_CAN_GILLES_ALB_POST,2024_CAN_GILLES,ALB,post_quali,213.1287,1.0502,0.004692
2024_CAN_GILLES_TSU_PRE,2024_CAN_GILLES,TSU,pre,73.4808,1.0952,0.013609
2024_CAN_GILLES_TSU_POST,2024_CAN_GILLES,TSU,post_quali,78.8457,1.0502,0.012683
2024_CAN_GILLES_HUL_PRE,2024_CAN_GILLES,HUL,pre,21.2798,1.0952,0.046993
2024_CAN_GILLES_HUL_POST,2024_CAN_GILLES,HUL,post_quali,21.4496,1.0502,0.046621
2024_CAN_GILLES_BOT_PRE,2024_CAN_GILLES,BOT,pre,74.2005,1.0952,0.013477
2024_CAN_GILLES_BOT_POST,2024_CAN_GILLES,BOT,post_quali,81.6327,1.0502,0.01225
2024_CAN_GILLES_MAG_PRE,2024_CAN_GILLES,MAG,pre,101.4507,1.0952,0.009857
2024_CAN_GILLES_MAG_POST,2024_CAN_GILLES,MAG,post_quali,117.3296,1.0502,0.008523
2024_CAN_GILLES_ZHO_PRE,2024_CAN_GILLES,ZHO,pre,50.9424,1.0952,0.01963
2024_CAN_GILLES_ZHO_POST,2024_CAN_GILLES,ZHO,post_quali,53.9811,1.0502,0.018525
2024_CAN_GILLES_SAR_PRE,2024_CAN_GILLES,SAR,pre,24.1674,1.0952,0.041378
2024_CAN_GILLES_SAR_POST,2024_CAN_GILLES,SAR,post_quali,24.9763,1.0502,0.040038
2024_CAN_GILLES_LAW_PRE,2024_CAN_GILLES,LAW,pre,7.2385,1.0952,0.138151
2024_CAN_GILLES_LAW_POST,2024_CAN_GILLES,LAW,post_quali,7.1159,1.0502,0.14053
2024_HUN_HUNGAR_VER_PRE,2024_HUN_HUNGAR,VER,pre,65.5179,1.0796,0.015263
2024_HUN_HUNGAR_VER_POST,2024_HUN_HUNGAR,VER,post_quali,72.1189,1.0681,0.013866
2024_HUN_HUNGAR_PER_PRE,2024_HUN_HUNGAR,PER,pre,12.2719,1.0796,0.081487
2024_HUN_HUNGAR_PER_POST,2024_HUN_HUNGAR,PER,post_quali,12.2227,1.0681,0.081815
2024_HUN_HUNGAR_HAM_PRE,2024_HUN_HUNGAR,HAM,pre,38.0677,1.0796,0.026269
2024_HUN_HUNGAR_HAM_POST,2024_HUN_HUNGAR,HAM,post_quali,40.36,1.0681,0.024777
2024_HUN_HUNGAR_RUS_PRE,2024_HUN_HUNGAR,RUS,pre,126.2626,1.0796,0.00792
2024_HUN_HUNGAR_RUS_POST,2024_HUN_HUNGAR,RUS,post_quali,144.2793,1.0681,0.006931
2024_HUN_HUNGAR_LEC_PRE,2024_HUN_HUNGAR,LEC,pre,416.6667,1.0796,0.0024
2024_HUN_HUNGAR_LEC_POST,2024_HUN_HUNGAR,LEC,post_quali,506.8424,1.0681,0.001973
2024_HUN_HUNGAR_SAI_PRE,2024_HUN_HUNGAR,SAI,pre,75.0075,1.0796,0.013332
2024_HUN_HUNGAR_SAI_POST,2024_HUN_HUNGAR,SAI,post_quali,90.1144,1.0681,0.011097
2024_HUN_HUNGAR_NOR_PRE,2024_HUN_HUNGAR,NOR,pre,63.7389,1.0796,0.015689
2024_HUN_HUNGAR_NOR_POST,2024_HUN_HUNGAR,NOR,post_quali,71.9373,1.0681,0.013901
2024_HUN_HUNGAR_PIA_PRE,2024_HUN_HUNGAR,PIA,pre,174.7946,1.0796,0.005721
2024_HUN_HUNGAR_PIA_POST,2024_HUN_HUNGAR,PIA,post_quali,207.3828,1.0681,0.004822
2024_HUN_HUNGAR_ALO_PRE,2024_HUN_HUNGAR,ALO,pre,3.8631,1.0796,0.258861
2024_HUN_HUNGAR_ALO_POST,2024_HUN_HUNGAR,ALO,post_quali,3.706,1.0681,0.269835
2024_HUN_HUNGAR_STR_PRE,2024_HUN_HUNGAR,STR,pre,5.2806,1.0796,0.189371
2024_HUN_HUNGAR_STR_POST,2024_HUN_HUNGAR,STR,post_quali,5.1296,1.0681,0.194947
2024_HUN_HUNGAR_OCO_PRE,2024_HUN_HUNGAR,OCO,pre,50.5178,1.0796,0.019795
2024_HUN_HUNGAR_OCO_POST,2024_HUN_HUNGAR,OCO,post_quali,52.8933,1.0681,0.018906
2024_HUN_HUNGAR_GAS_PRE,2024_HUN_HUNGAR,GAS,pre,17.4362,1.0796,0.057352
2024_HUN_HUNGAR_GAS_POST,2024_HUN_HUNGAR,GAS,post_quali,17.806,1.0681,0.056161
2024_HUN_HUNGAR_ALB_PRE,2024_HUN_HUNGAR,ALB,pre,165.6726,1.0796,0.006036
2024_HUN_HUNGAR_ALB_POST,2024_HUN_HUNGAR,ALB,post_quali,194.1371,1.0681,0.005151
2024_HUN_HUNGAR_TSU_PRE,2024_HUN_HUNGAR,TSU,pre,68.4229,1.0796,0.014615
2024_HUN_HUNGAR_TSU_POST,2024_HUN_HUNGAR,TSU,post_quali,76.266,1.0681,0.013112
2024_HUN_HUNGAR_HUL_PRE,2024_HUN_HUNGAR,HUL,pre,24.664,1.0796,0.040545
2024_HUN_HUNGAR_HUL_POST,2024_HUN_HUNGAR,HUL,post_quali,24.8738,1.0681,0.040203
2024_HUN_HUNGAR_BOT_PRE,2024_HUN_HUNGAR,BOT,pre,52.6233,1.0796,0.019003
2024_HUN_HUNGAR_BOT_POST,2024_HUN_HUNGAR,BOT,post_quali,56.494,1.0681,0.017701
2024_HUN_HUNGAR_MAG_PRE,2024_HUN_HUNGAR,MAG,pre,101.9888,1.0796,0.009805
2024_HUN_HUNGAR_MAG_POST,2024_HUN_HUNGAR,MAG,post_quali,118.022,1.0681,0.008473
2024_HUN_HUNGAR_ZHO_PRE,2024_HUN_HUNGAR,ZHO,pre,47.8057,1.0796,0.020918
2024_HUN_HUNGAR_ZHO_POST,2024_HUN_HUNGAR,ZHO,post_quali,51.9669,1.0681,0.019243
2024_HUN_HUNGAR_SAR_PRE,2024_HUN_HUNGAR,SAR,pre,27.7216,1.0796,0.036073
2024_HUN_HUNGAR_SAR_POST,2024_HUN_HUNGAR,SAR,post_quali,28.6656,1.0681,0.034885
2024_HUN_HUNGAR_LAW_PRE,2024_HUN_HUNGAR,LAW,pre,6.2679,1.0796,0.159544
2024_HUN_HUNGAR_LAW_POST,2024_HUN_HUNGAR,LAW,post_quali,6.1652,1.0681,0.162201
2024_SIN_MARINA_VER_PRE,2024_SIN_MARINA,VER,pre,78.6968,1.0741,0.012707
2024_SIN_MARINA_VER_POST,2024_SIN_MARINA,VER,post_quali,86.8357,1.0303,0.011516
2024_SIN_MARINA_PER_PRE,2024_SIN_MARINA,PER,pre,12.7136,1.0741,0.078656
2024_SIN_MARINA_PER_POST,2024_SIN_MARINA,PER,post_quali,12.6936,1.0303,0.07878
2024_SIN_MARINA_HAM_PRE,2024_SIN_MARINA,HAM,pre,48.2486,1.0741,0.020726
2024_SIN_MARINA_HAM_POST,2024_SIN_MARINA,HAM,post_quali,51.2794,1.0303,0.019501
2024_SIN_MARINA_RUS_PRE,2024_SIN_MARINA,RUS,pre,95.0209,1.0741,0.010524
2024_SIN_MARINA_RUS_POST,2024_SIN_MARINA,RUS,post_quali,111.6071,1.0303,0.00896
2024_SIN_MARINA_LEC_PRE,2024_SIN_MARINA,LEC,pre,549.4505,1.0741,0.00182
2024_SIN_MARINA_LEC_POST,2024_SIN_MARINA,LEC,post_quali,670.2413,1.0303,0.001492
2024_SIN_MARINA_SAI_PRE,2024_SIN_MARINA,SAI,pre,95.9785,1.0741,0.010419
2024_SIN_MARINA_SAI_POST,2024_SIN_MARINA,SAI,post_quali,111.3338,1.0303,0.008982
2024_SIN_MARINA_NOR_PRE,2024_SIN_MARINA,NOR,pre,57.3822,1.0741,0.017427
2024_SIN_MARINA_NOR_POST,2024_SIN_MARINA,NOR,post_quali,64.9182,1.0303,0.015404
2024_SIN_MARINA_PIA_PRE,2024_SIN_MARINA,PIA,pre,152.1838,1.0741,0.006571
2024_SIN_MARINA_PIA_POST,2024_SIN_MARINA,PIA,post_quali,183.2845,1.0303,0.005456
2024_SIN_MARINA_ALO_PRE,2024_SIN_MARINA,ALO,pre,3.9869,1.0741,0.250824
2024_SIN_MARINA_ALO_POST,2024_SIN_MARINA,ALO,post_quali,3.8341,1.0303,0.260819
2024_SIN_MARINA_STR_PRE,2024_SIN_MARINA,STR,pre,4.8527,1.0741,0.20607
2024_SIN_MARINA_STR_POST,2024_SIN_MARINA,STR,post_quali,4.7255,1.0303,0.21162
2024_SIN_MARINA_OCO_PRE,2024_SIN_MARINA,OCO,pre,52.751,1.0741,0.018957
2024_SIN_MARINA_OCO_POST,2024_SIN_MARINA,OCO,post_quali,56.7698,1.0303,0.017615
2024_SIN_MARINA_GAS_PRE,2024_SIN_MARINA,GAS,pre,19.1677,1.0741,0.052171
2024_SIN_MARINA_GAS_POST,2024_SIN_MARINA,GAS,post_quali,19.8689,1.0303,0.05033
2024_SIN_MARINA_ALB_PRE,2024_SIN_MARINA,ALB,pre,199.6008,1.0741,0.00501
2024_SIN_MARINA_ALB_POST,2024_SIN_MARINA,ALB,post_quali,237.3606,1.0303,0.004213
2024_SIN_MARINA_TSU_PRE,2024_SIN_MARINA,TSU,pre,91.6842,1.0741,0.010907
2024_SIN_MARINA_TSU_POST,2024_SIN_MARINA,TSU,post_quali,99.9101,1.0303,0.010009
2024_SIN_MARINA_HUL_PRE,2024_SIN_MARINA,HUL,pre,26.0213,1.0741,0.03843
